sport_code	year	year_id	division_id	team_id	team_name	team_url
MLA	2016	12380	3	177	DePauw	http://stats.ncaa.org/team/177/12380
MLA	2016	12380	3	20	DeSales	http://stats.ncaa.org/team/20/12380
MLA	2016	12380	3	1050	Defiance	http://stats.ncaa.org/team/1050/12380
MLA	2016	12380	3	179	Delaware Valley	http://stats.ncaa.org/team/179/12380
MLA	2016	12380	3	182	Denison	http://stats.ncaa.org/team/182/12380
MLA	2016	12380	3	185	Dickinson	http://stats.ncaa.org/team/185/12380
MLA	2016	12380	3	190	Drew	http://stats.ncaa.org/team/190/12380
MLA	2016	12380	3	192	Dubuque	http://stats.ncaa.org/team/192/12380
MLA	2016	12380	3	8968	Eastern	http://stats.ncaa.org/team/8968/12380
MLA	2016	12380	3	200	Eastern Conn. St.	http://stats.ncaa.org/team/200/12380
MLA	2016	12380	3	211	Elizabethtown	http://stats.ncaa.org/team/211/12380
MLA	2016	12380	3	212	Elmhurst	http://stats.ncaa.org/team/212/12380
MLA	2016	12380	3	213	Elmira	http://stats.ncaa.org/team/213/12380
MLA	2016	12380	3	214	Emerson	http://stats.ncaa.org/team/214/12380
MLA	2016	12380	3	215	Emmanuel (MA)	http://stats.ncaa.org/team/215/12380
MLA	2016	12380	3	8981	Endicott	http://stats.ncaa.org/team/8981/12380
MLA	2016	12380	3	221	FDU- Florham	http://stats.ncaa.org/team/221/12380
MLA	2016	12380	3	27892	Farmingdale St.	http://stats.ncaa.org/team/27892/12380
MLA	2016	12380	3	225	Ferrum	http://stats.ncaa.org/team/225/12380
MLA	2016	12380	3	11538	Fontbonne	http://stats.ncaa.org/team/11538/12380
MLA	2016	12380	3	30069	Franciscan	http://stats.ncaa.org/team/30069/12380
MLA	2016	12380	3	239	Franklin & Marshall	http://stats.ncaa.org/team/239/12380
MLA	2016	12380	3	243	Frostburg St.	http://stats.ncaa.org/team/243/12380
MLA	2016	12380	3	258	Gettysburg	http://stats.ncaa.org/team/258/12380
MLA	2016	12380	3	1099	Gordon	http://stats.ncaa.org/team/1099/12380
MLA	2016	12380	3	1467	Goucher	http://stats.ncaa.org/team/1467/12380
MLA	2016	12380	3	11062	Green Mountain	http://stats.ncaa.org/team/11062/12380
MLA	2016	12380	3	263	Greensboro	http://stats.ncaa.org/team/263/12380
MLA	2016	12380	3	1112	Guilford	http://stats.ncaa.org/team/1112/12380
MLA	2016	12380	3	12399	Gwynedd Mercy	http://stats.ncaa.org/team/12399/12380
MLA	2016	12380	3	267	Hamilton	http://stats.ncaa.org/team/267/12380
MLA	2016	12380	3	269	Hampden-Sydney	http://stats.ncaa.org/team/269/12380
MLA	2016	12380	3	1115	Hanover	http://stats.ncaa.org/team/1115/12380
MLA	2016	12380	3	273	Hartwick	http://stats.ncaa.org/team/273/12380
MLA	2016	12380	3	276	Haverford	http://stats.ncaa.org/team/276/12380
MLA	2016	12380	3	1124	Hendrix	http://stats.ncaa.org/team/1124/12380
MLA	2016	12380	3	8398	Hilbert	http://stats.ncaa.org/team/8398/12380
MLA	2016	12380	3	281	Hiram	http://stats.ncaa.org/team/281/12380
MLA	2016	12380	3	8404	Hood	http://stats.ncaa.org/team/8404/12380
MLA	2016	12380	3	286	Hope	http://stats.ncaa.org/team/286/12380
MLA	2016	12380	3	1130	Huntingdon	http://stats.ncaa.org/team/1130/12380
MLA	2016	12380	3	1133	Husson	http://stats.ncaa.org/team/1133/12380
MLA	2016	12380	3	300	Ill. Wesleyan	http://stats.ncaa.org/team/300/12380
MLA	2016	12380	3	303	Immaculata	http://stats.ncaa.org/team/303/12380
MLA	2016	12380	3	313	Ithaca	http://stats.ncaa.org/team/313/12380
MLA	2016	12380	3	320	John Carroll	http://stats.ncaa.org/team/320/12380
MLA	2016	12380	3	22626	Johnson & Wales (RI)	http://stats.ncaa.org/team/22626/12380
MLA	2016	12380	3	324	Johnson St.	http://stats.ncaa.org/team/324/12380
MLA	2016	12380	3	326	Kalamazoo	http://stats.ncaa.org/team/326/12380
MLA	2016	12380	3	329	Kean	http://stats.ncaa.org/team/329/12380
MLA	2016	12380	3	330	Keene St.	http://stats.ncaa.org/team/330/12380
MLA	2016	12380	3	335	Kenyon	http://stats.ncaa.org/team/335/12380
MLA	2016	12380	3	1159	Keuka	http://stats.ncaa.org/team/1159/12380
MLA	2016	12380	3	30047	Keystone	http://stats.ncaa.org/team/30047/12380
MLA	2016	12380	3	336	King's (PA)	http://stats.ncaa.org/team/336/12380
MLA	2016	12380	3	1163	La Roche	http://stats.ncaa.org/team/1163/12380
MLA	2016	12380	3	8486	Lasell	http://stats.ncaa.org/team/8486/12380
MLA	2016	12380	3	351	Lebanon Valley	http://stats.ncaa.org/team/351/12380
MLA	2016	12380	3	373	Lycoming	http://stats.ncaa.org/team/373/12380
MLA	2016	12380	3	374	Lynchburg	http://stats.ncaa.org/team/374/12380
MLA	2016	12380	3	30065	Lyndon St.	http://stats.ncaa.org/team/30065/12380
MLA	2016	12380	3	398	MIT	http://stats.ncaa.org/team/398/12380
MLA	2016	12380	3	20220	MSOE	http://stats.ncaa.org/team/20220/12380
MLA	2016	12380	3	378	Maine Maritime	http://stats.ncaa.org/team/378/12380
MLA	2016	12380	3	382	Manhattanville	http://stats.ncaa.org/team/382/12380
MLA	2016	12380	3	390	Mary Washington	http://stats.ncaa.org/team/390/12380
MLA	2016	12380	3	394	Marymount (VA)	http://stats.ncaa.org/team/394/12380
MLA	2016	12380	3	397	Marywood	http://stats.ncaa.org/team/397/12380
MLA	2016	12380	3	399	Mass. Maritime	http://stats.ncaa.org/team/399/12380
MLA	2016	12380	3	773	McDaniel	http://stats.ncaa.org/team/773/12380
MLA	2016	12380	3	379	Me.-Farmington	http://stats.ncaa.org/team/379/12380
MLA	2016	12380	3	23725	Medaille	http://stats.ncaa.org/team/23725/12380
MLA	2016	12380	3	724	Merchant Marine	http://stats.ncaa.org/team/724/12380
MLA	2016	12380	3	411	Messiah	http://stats.ncaa.org/team/411/12380
MLA	2016	12380	3	412	Methodist	http://stats.ncaa.org/team/412/12380
MLA	2016	12380	3	420	Middlebury	http://stats.ncaa.org/team/420/12380
MLA	2016	12380	3	426	Millsaps	http://stats.ncaa.org/team/426/12380
MLA	2016	12380	3	16142	Misericordia	http://stats.ncaa.org/team/16142/12380
MLA	2016	12380	3	30042	Mitchell	http://stats.ncaa.org/team/30042/12380
MLA	2016	12380	3	442	Montclair St.	http://stats.ncaa.org/team/442/12380
MLA	2016	12380	3	443	Moravian	http://stats.ncaa.org/team/443/12380
MLA	2016	12380	3	30067	Morrisville St.	http://stats.ncaa.org/team/30067/12380
MLA	2016	12380	3	27901	Mount Ida	http://stats.ncaa.org/team/27901/12380
MLA	2016	12380	3	452	Mount Union	http://stats.ncaa.org/team/452/12380
MLA	2016	12380	3	8567	Mt. St. Joseph	http://stats.ncaa.org/team/8567/12380
MLA	2016	12380	3	1468	Mt. St. Mary (NY)	http://stats.ncaa.org/team/1468/12380
MLA	2016	12380	3	453	Muhlenberg	http://stats.ncaa.org/team/453/12380
MLA	2016	12380	3	455	Muskingum	http://stats.ncaa.org/team/455/12380
MLA	2016	12380	3	461	Nazareth	http://stats.ncaa.org/team/461/12380
MLA	2016	12380	3	1254	Neumann	http://stats.ncaa.org/team/1254/12380
MLA	2016	12380	3	467	New England Col.	http://stats.ncaa.org/team/467/12380
MLA	2016	12380	3	484	Nichols	http://stats.ncaa.org/team/484/12380
MLA	2016	12380	3	511	Norwich	http://stats.ncaa.org/team/511/12380
MLA	2016	12380	3	515	Oberlin	http://stats.ncaa.org/team/515/12380
MLA	2016	12380	3	2713	Oglethorpe	http://stats.ncaa.org/team/2713/12380
MLA	2016	12380	3	517	Ohio Northern	http://stats.ncaa.org/team/517/12380
MLA	2016	12380	3	520	Ohio Wesleyan	http://stats.ncaa.org/team/520/12380
MLA	2016	12380	3	525	Olivet	http://stats.ncaa.org/team/525/12380
MLA	2016	12380	3	530	Oswego St.	http://stats.ncaa.org/team/530/12380
MLA	2016	12380	3	531	Otterbein	http://stats.ncaa.org/team/531/12380
MLA	2016	12380	3	21830	Piedmont	http://stats.ncaa.org/team/21830/12380
MLA	2016	12380	3	547	Plattsburgh St.	http://stats.ncaa.org/team/547/12380
MLA	2016	12380	3	548	Plymouth St.	http://stats.ncaa.org/team/548/12380
MLA	2016	12380	3	580	RIT	http://stats.ncaa.org/team/580/12380
MLA	2016	12380	3	566	Randolph	http://stats.ncaa.org/team/566/12380
MLA	2016	12380	3	565	Randolph-Macon	http://stats.ncaa.org/team/565/12380
MLA	2016	12380	3	569	Regis (MA)	http://stats.ncaa.org/team/569/12380
MLA	2016	12380	3	570	Rensselaer	http://stats.ncaa.org/team/570/12380
MLA	2016	12380	3	573	Rhodes	http://stats.ncaa.org/team/573/12380
MLA	2016	12380	3	18422	Rivier	http://stats.ncaa.org/team/18422/12380
MLA	2016	12380	3	578	Roanoke	http://stats.ncaa.org/team/578/12380
MLA	2016	12380	3	583	Roger Williams	http://stats.ncaa.org/team/583/12380
MLA	2016	12380	3	15882	Rosemont	http://stats.ncaa.org/team/15882/12380
MLA	2016	12380	3	30165	SUNY Canton	http://stats.ncaa.org/team/30165/12380
MLA	2016	12380	3	168	SUNY Cortland	http://stats.ncaa.org/team/168/12380
MLA	2016	12380	3	247	SUNY Geneseo	http://stats.ncaa.org/team/247/12380
MLA	2016	12380	3	478	SUNY Maritime	http://stats.ncaa.org/team/478/12380
MLA	2016	12380	3	526	SUNY Oneonta	http://stats.ncaa.org/team/526/12380
MLA	2016	12380	3	9500	SUNY Poly	http://stats.ncaa.org/team/9500/12380
MLA	2016	12380	3	552	SUNY Potsdam	http://stats.ncaa.org/team/552/12380
MLA	2016	12380	3	30064	Saint Vincent	http://stats.ncaa.org/team/30064/12380
MLA	2016	12380	3	621	Salem St.	http://stats.ncaa.org/team/621/12380
MLA	2016	12380	3	622	Salisbury	http://stats.ncaa.org/team/622/12380
MLA	2016	12380	3	623	Salve Regina	http://stats.ncaa.org/team/623/12380
MLA	2016	12380	3	633	Scranton	http://stats.ncaa.org/team/633/12380
MLA	2016	12380	3	652	Sewanee	http://stats.ncaa.org/team/652/12380
MLA	2016	12380	3	637	Shenandoah	http://stats.ncaa.org/team/637/12380
MLA	2016	12380	3	642	Skidmore	http://stats.ncaa.org/team/642/12380
MLA	2016	12380	3	662	Southern Me.	http://stats.ncaa.org/team/662/12380
MLA	2016	12380	3	8746	Southwestern (TX)	http://stats.ncaa.org/team/8746/12380
MLA	2016	12380	3	673	Springfield	http://stats.ncaa.org/team/673/12380
MLA	2016	12380	3	601	St. John Fisher	http://stats.ncaa.org/team/601/12380
MLA	2016	12380	3	605	St. Joseph's (ME)	http://stats.ncaa.org/team/605/12380
MLA	2016	12380	3	607	St. Lawrence	http://stats.ncaa.org/team/607/12380
MLA	2016	12380	3	611	St. Mary's (MD)	http://stats.ncaa.org/team/611/12380
MLA	2016	12380	3	679	Stevens	http://stats.ncaa.org/team/679/12380
MLA	2016	12380	3	21852	Stevenson	http://stats.ncaa.org/team/21852/12380
MLA	2016	12380	3	681	Stockton	http://stats.ncaa.org/team/681/12380
MLA	2016	12380	3	685	Susquehanna	http://stats.ncaa.org/team/685/12380
MLA	2016	12380	3	686	Swarthmore	http://stats.ncaa.org/team/686/12380
MLA	2016	12380	3	707	Thiel	http://stats.ncaa.org/team/707/12380
MLA	2016	12380	3	2758	Thomas (ME)	http://stats.ncaa.org/team/2758/12380
MLA	2016	12380	3	28749	Transylvania	http://stats.ncaa.org/team/28749/12380
MLA	2016	12380	3	30037	Trine	http://stats.ncaa.org/team/30037/12380
MLA	2016	12380	3	713	Trinity (CT)	http://stats.ncaa.org/team/713/12380
MLA	2016	12380	3	717	Tufts	http://stats.ncaa.org/team/717/12380
MLA	2016	12380	3	1255	U New England	http://stats.ncaa.org/team/1255/12380
MLA	2016	12380	3	401	UMass Boston	http://stats.ncaa.org/team/401/12380
MLA	2016	12380	3	656	UMass Dartmouth	http://stats.ncaa.org/team/656/12380
MLA	2016	12380	3	727	Union (NY)	http://stats.ncaa.org/team/727/12380
MLA	2016	12380	3	730	Ursinus	http://stats.ncaa.org/team/730/12380
MLA	2016	12380	3	733	Utica	http://stats.ncaa.org/team/733/12380
MLA	2016	12380	3	745	Va. Wesleyan	http://stats.ncaa.org/team/745/12380
MLA	2016	12380	3	737	Vassar	http://stats.ncaa.org/team/737/12380
MLA	2016	12380	3	747	Wabash	http://stats.ncaa.org/team/747/12380
MLA	2016	12380	3	751	Wash. & Jeff.	http://stats.ncaa.org/team/751/12380
MLA	2016	12380	3	752	Wash. & Lee	http://stats.ncaa.org/team/752/12380
MLA	2016	12380	3	753	Washington Col.	http://stats.ncaa.org/team/753/12380
MLA	2016	12380	3	761	Wells	http://stats.ncaa.org/team/761/12380
MLA	2016	12380	3	762	Wentworth	http://stats.ncaa.org/team/762/12380
MLA	2016	12380	3	763	Wesley	http://stats.ncaa.org/team/763/12380
MLA	2016	12380	3	764	Wesleyan (CT)	http://stats.ncaa.org/team/764/12380
MLA	2016	12380	3	770	Western Conn. St.	http://stats.ncaa.org/team/770/12380
MLA	2016	12380	3	775	Western New Eng.	http://stats.ncaa.org/team/775/12380
MLA	2016	12380	3	1451	Westminster (PA)	http://stats.ncaa.org/team/1451/12380
MLA	2016	12380	3	779	Wheaton (MA)	http://stats.ncaa.org/team/779/12380
MLA	2016	12380	3	8896	Wheelock	http://stats.ncaa.org/team/8896/12380
MLA	2016	12380	3	781	Whittier	http://stats.ncaa.org/team/781/12380
MLA	2016	12380	3	783	Widener	http://stats.ncaa.org/team/783/12380
MLA	2016	12380	3	784	Wilkes	http://stats.ncaa.org/team/784/12380
MLA	2016	12380	3	789	Williams	http://stats.ncaa.org/team/789/12380
MLA	2016	12380	3	1461	Wilmington (OH)	http://stats.ncaa.org/team/1461/12380
MLA	2016	12380	3	806	Wittenberg	http://stats.ncaa.org/team/806/12380
MLA	2016	12380	3	807	Wooster	http://stats.ncaa.org/team/807/12380
MLA	2016	12380	3	815	York (PA)	http://stats.ncaa.org/team/815/12380
